,won,goals,shots,hits,pim,C,D,LW,RW,p_away,p_home
11427,True,3,29,14,4,5.0,6.0,2.0,2.0,0,1
11428,True,4,38,25,6,3.0,6.0,3.0,3.0,1,0
11429,False,1,35,21,6,-4.0,-6.0,-2.0,-4.0,0,1
11430,True,3,32,33,2,4.0,2.0,0.0,-1.0,1,0
11431,False,1,28,34,6,-4.0,-2.0,2.0,-1.0,0,1
11432,False,3,27,16,4,-3.0,-3.0,-3.0,-2.0,1,0
11433,True,5,28,15,8,10.0,4.0,1.0,-4.0,0,1
11434,False,2,32,14,12,-5.0,-6.0,-1.0,-4.0,1,0
11435,True,5,30,16,14,4.0,6.0,2.0,3.0,0,1
11436,True,5,39,20,27,2.0,4.0,1.0,3.0,1,0
11437,False,3,17,24,15,-2.0,-4.0,-3.0,-2.0,0,1
11438,False,0,27,18,25,-3.0,-8.0,-2.0,-7.0,1,0
11439,True,4,30,19,13,5.0,8.0,3.0,4.0,0,1
11440,True,3,31,21,8,0.0,2.0,2.0,1.0,1,0
11441,False,3,30,20,8,-1.0,-2.0,1.0,-3.0,0,1
11442,False,1,24,27,6,-1.0,-2.0,-2.0,0.0,1,0
11443,True,3,27,12,4,1.0,2.0,1.0,1.0,0,1
11444,True,2,31,15,13,-4.0,-2.0,0.0,1.0,1,0
11445,False,2,35,14,11,1.0,2.0,1.0,1.0,0,1
11446,True,2,40,15,12,-2.0,-2.0,-1.0,0.0,1,0
11447,False,2,47,25,10,2.0,2.0,2.0,-1.0,0,1
11448,True,5,20,17,15,-3.0,-5.0,-3.0,-1.0,1,0
11449,False,4,30,12,13,2.0,5.0,1.0,5.0,0,1
11450,True,3,29,10,4,0.0,2.0,2.0,1.0,1,0
11451,False,2,37,13,4,-1.0,-2.0,-1.0,-1.0,0,1
11452,False,3,34,25,6,-4.0,-3.0,1.0,-2.0,1,0
11453,True,4,20,24,8,2.0,3.0,1.0,2.0,0,1
11454,False,2,35,19,8,-5.0,-4.0,-2.0,-1.0,1,0
11455,True,5,21,19,4,4.0,4.0,2.0,0.0,0,1
11456,False,0,28,14,6,0.0,0.0,0.0,0.0,1,0
11457,True,1,28,13,4,0.0,0.0,0.0,0.0,0,1
11458,True,4,20,34,14,3.0,5.0,3.0,0.0,1,0
11459,False,2,39,38,16,-3.0,-4.0,-3.0,-2.0,0,1
11460,False,2,44,19,10,2.0,1.0,1.0,1.0,1,0
11461,True,2,48,18,8,0.0,-2.0,-1.0,-1.0,0,1
11462,True,2,28,21,4,2.0,1.0,1.0,0.0,1,0
11463,False,1,30,18,4,-1.0,-1.0,0.0,-2.0,0,1
11464,True,5,42,31,6,-1.0,3.0,3.0,3.0,1,0
11465,False,4,31,34,4,-2.0,-3.0,-1.0,-2.0,0,1
11466,True,5,34,27,6,-3.0,-6.0,-4.0,-2.0,1,0
11467,False,4,28,32,12,3.0,6.0,3.0,3.0,0,1
11468,False,4,30,9,6,2.0,1.0,-3.0,0.0,1,0
11469,True,4,34,11,4,-4.0,0.0,0.0,3.0,0,1
11470,False,3,47,49,8,2.0,1.0,-1.0,0.0,1,0
11471,True,4,39,38,12,0.0,-1.0,0.0,-1.0,0,1
11472,True,4,20,19,10,6.0,6.0,0.0,2.0,1,0
11473,False,2,32,18,4,-3.0,-6.0,-4.0,-3.0,0,1
11474,True,2,23,33,8,1.0,2.0,2.0,0.0,1,0
11475,False,1,42,27,6,0.0,-2.0,-2.0,-1.0,0,1
11476,False,2,27,22,10,0.0,-1.0,0.0,1.0,1,0
11477,True,4,24,23,10,1.0,-1.0,0.0,0.0,0,1
11478,False,0,24,16,12,-4.0,-10.0,-7.0,-4.0,1,0
11479,True,5,38,19,14,5.0,10.0,7.0,3.0,0,1
11480,True,6,31,10,13,7.0,10.0,7.0,0.0,1,0
11481,False,2,25,24,13,-6.0,-10.0,-6.0,-3.0,0,1
11482,True,3,30,14,8,4.0,4.0,2.0,0.0,1,0
11483,False,2,27,12,8,-1.0,-4.0,-3.0,-2.0,0,1
11484,False,0,26,37,16,-3.0,-5.0,-3.0,-4.0,1,0
11485,True,4,28,19,16,7.0,6.0,1.0,0.0,0,1
11486,True,1,24,22,10,1.0,2.0,1.0,1.0,1,0
11487,False,0,28,12,4,-2.0,-2.0,0.0,-1.0,0,1
11488,True,3,30,16,6,0.0,0.0,-2.0,2.0,1,0
11489,False,3,34,24,4,1.0,0.0,0.0,-1.0,0,1
11490,False,0,24,19,8,-2.0,-2.0,0.0,-1.0,1,0
11491,True,2,25,24,4,1.0,2.0,1.0,1.0,0,1
11492,True,3,35,20,13,4.0,4.0,2.0,1.0,1,0
11493,False,2,33,32,13,-5.0,-4.0,-1.0,0.0,0,1
11494,False,2,31,10,8,0.0,-2.0,-1.0,-2.0,1,0
11495,True,5,24,11,27,2.0,2.0,2.0,0.0,0,1
11496,False,2,28,25,20,-1.0,0.0,0.0,1.0,1,0
11497,True,4,31,33,16,0.0,0.0,1.0,-1.0,0,1
11498,False,3,26,20,28,-12.0,-10.0,-3.0,0.0,1,0
11499,True,8,27,15,18,6.0,10.0,5.0,4.0,0,1
11500,False,1,19,25,23,-3.0,-4.0,-1.0,-3.0,1,0
11501,True,3,36,21,6,2.0,4.0,0.0,4.0,0,1
11502,True,5,27,21,4,3.0,2.0,1.0,-1.0,1,0
11503,False,2,33,22,6,-1.0,-2.0,-2.0,-1.0,0,1
11504,True,5,26,29,8,2.0,2.0,0.0,1.0,1,0
11505,False,4,25,20,8,-3.0,-2.0,0.0,0.0,0,1
11506,False,2,23,37,20,0.0,3.0,1.0,1.0,1,0
11507,True,4,27,16,10,-1.0,-2.0,-1.0,-2.0,0,1
11508,False,2,25,27,10,2.0,2.0,0.0,1.0,1,0
11509,True,2,39,29,6,-1.0,-2.0,-1.0,-1.0,0,1
11510,False,3,34,14,13,3.0,2.0,0.0,0.0,1,0
11511,True,3,34,37,15,-1.0,-2.0,-2.0,0.0,0,1
11512,False,1,36,7,4,-4.0,-4.0,-2.0,0.0,1,0
11513,True,2,39,17,8,4.0,4.0,0.0,2.0,0,1
11514,False,2,44,22,4,-2.0,-4.0,-2.0,1.0,1,0
11515,True,3,26,21,8,2.0,3.0,0.0,3.0,0,1
11516,False,0,27,25,6,-2.0,-2.0,-1.0,0.0,1,0
11517,True,2,24,25,6,1.0,2.0,1.0,1.0,0,1
11518,True,5,25,46,12,6.0,10.0,5.0,4.0,1,0
11519,False,0,32,23,4,-3.0,-10.0,-8.0,-4.0,0,1
11520,True,5,25,15,8,3.0,4.0,-1.0,2.0,1,0
11521,False,4,37,20,6,-3.0,-3.0,-2.0,0.0,0,1
11522,False,1,18,15,10,-1.0,0.0,0.0,1.0,1,0
11523,True,2,22,30,14,0.0,0.0,0.0,0.0,0,1
11524,True,5,28,22,20,0.0,0.0,0.0,0.0,1,0
11525,False,3,36,26,30,0.0,0.0,0.0,0.0,0,1
11526,False,1,24,31,6,-1.0,0.0,0.0,1.0,1,0
11527,True,2,24,18,6,0.0,0.0,0.0,0.0,0,1
11528,False,2,28,25,8,-4.0,-8.0,-5.0,-4.0,1,0
11529,True,5,36,15,6,5.0,8.0,3.0,4.0,0,1
11530,True,2,31,35,4,-2.0,-4.0,-1.0,-3.0,1,0
11531,False,2,34,11,10,2.0,4.0,2.0,2.0,0,1
11532,True,3,41,39,11,1.0,2.0,1.0,0.0,1,0
11533,False,1,25,22,11,-4.0,0.0,-2.0,0.0,0,1
11534,False,2,31,29,6,-4.0,-4.0,0.0,-2.0,1,0
11535,True,3,28,19,8,4.0,4.0,2.0,0.0,0,1
11536,True,4,26,15,6,3.0,2.0,-1.0,1.0,1,0
11537,False,3,35,20,2,-1.0,-2.0,-1.0,-1.0,0,1
11538,True,4,20,18,16,4.0,6.0,1.0,4.0,1,0
11539,False,3,34,23,8,-5.0,-6.0,-2.0,-2.0,0,1
11540,False,3,37,18,6,-8.0,-3.0,2.0,-1.0,1,0
11541,True,5,33,17,6,1.0,4.0,9.0,-5.0,0,1
11542,False,3,27,22,10,-1.0,-2.0,0.0,-2.0,1,0
11543,True,4,38,19,4,0.0,2.0,2.0,1.0,0,1
11544,False,2,29,32,6,-2.0,-3.0,-5.0,0.0,1,0
11545,True,4,37,25,4,0.0,4.0,1.0,4.0,0,1
11546,False,1,25,15,2,-2.0,-2.0,-1.0,0.0,1,0
11547,True,2,22,7,2,0.0,2.0,-1.0,4.0,0,1
11548,False,3,41,47,23,-3.0,-3.0,-3.0,-2.0,1,0
11549,True,6,30,43,23,5.0,4.0,-1.0,2.0,0,1
11550,False,1,35,20,2,-2.0,-4.0,-2.0,-2.0,1,0
11551,True,2,32,20,6,2.0,4.0,4.0,0.0,0,1
11552,False,1,36,9,10,-1.0,-2.0,-2.0,0.0,1,0
11553,True,2,39,17,10,1.0,2.0,1.0,1.0,0,1
11554,False,2,37,33,10,-2.0,-1.0,0.0,0.0,1,0
11555,True,3,28,31,8,0.0,1.0,0.0,2.0,0,1
11556,False,2,33,22,7,-4.0,-4.0,-1.0,-1.0,1,0
11557,True,4,28,15,9,2.0,4.0,2.0,1.0,0,1
11558,True,4,28,19,4,8.0,8.0,2.0,2.0,1,0
11559,False,0,22,29,4,-4.0,-8.0,-6.0,-2.0,0,1
11560,False,2,29,23,6,-5.0,-1.0,-1.0,1.0,1,0
11561,True,4,34,18,4,1.0,2.0,0.0,2.0,0,1
11562,False,1,28,28,4,-3.0,-6.0,0.0,-6.0,1,0
11563,True,4,34,21,6,3.0,6.0,1.0,4.0,0,1
11564,True,3,30,20,8,3.0,4.0,2.0,1.0,1,0
11565,False,1,21,17,8,-3.0,-4.0,-1.0,-2.0,0,1
11566,True,4,28,15,12,1.0,4.0,1.0,4.0,1,0
11567,False,0,45,26,8,-4.0,-4.0,0.0,-2.0,0,1
11568,True,5,26,15,6,6.0,8.0,2.0,4.0,1,0
11569,False,1,16,20,6,-8.0,-8.0,0.0,-5.0,0,1
11570,False,1,28,29,2,0.0,-2.0,-1.0,-2.0,1,0
11571,True,2,34,28,6,1.0,2.0,2.0,0.0,0,1
11572,True,3,41,31,4,3.0,3.0,1.0,2.0,1,0
11573,False,2,23,35,6,-4.0,-3.0,-1.0,0.0,0,1
11574,True,3,35,25,8,1.0,6.0,4.0,3.0,1,0
11575,False,0,41,17,8,-1.0,-4.0,-8.0,-3.0,0,1
11576,False,2,29,12,13,-4.0,-5.0,-4.0,0.0,1,0
11577,True,3,40,11,15,4.0,5.0,3.0,2.0,0,1
11578,True,4,17,21,12,3.0,4.0,4.0,0.0,1,0
11579,False,2,37,24,8,-6.0,-4.0,-1.0,-1.0,0,1
11580,True,4,20,35,6,0.0,0.0,2.0,3.0,1,0
11581,False,2,39,25,8,-5.0,-2.0,-1.0,3.0,0,1
11582,True,4,22,20,8,4.0,8.0,5.0,3.0,1,0
11583,False,1,40,21,4,-6.0,-8.0,-7.0,0.0,0,1
11584,False,1,28,23,4,-4.0,-6.0,-3.0,-2.0,1,0
11585,True,5,22,14,10,7.0,6.0,2.0,0.0,0,1
11586,True,8,29,24,21,4.0,12.0,10.0,3.0,1,0
11587,False,3,28,31,29,-3.0,-12.0,-12.0,-3.0,0,1
11588,False,3,30,13,8,-4.0,-8.0,-3.0,-5.0,1,0
11589,True,6,34,17,8,6.0,8.0,3.0,3.0,0,1
11590,False,3,37,29,12,-2.0,-4.0,0.0,1.0,1,0
11591,True,4,46,28,4,1.0,2.0,3.0,-1.0,0,1
11592,False,2,24,14,8,-9.0,-4.0,1.0,1.0,1,0
11593,True,5,37,24,4,5.0,4.0,2.0,-1.0,0,1
11594,True,4,37,20,2,3.0,6.0,4.0,2.0,1,0
11595,False,1,21,18,4,-3.0,-6.0,-5.0,-1.0,0,1
11596,False,0,29,22,4,-2.0,-4.0,-2.0,-2.0,1,0
11597,True,2,24,15,8,2.0,4.0,2.0,2.0,0,1
11598,False,2,33,12,4,-5.0,-11.0,-7.0,-2.0,1,0
11599,True,5,19,15,8,5.0,10.0,5.0,5.0,0,1
11600,True,5,37,38,8,5.0,3.0,0.0,-3.0,1,0
11601,False,4,30,28,19,-2.0,-2.0,0.0,-2.0,0,1
11602,True,6,26,29,6,7.0,8.0,2.0,3.0,1,0
11603,False,4,22,30,2,-8.0,-8.0,-3.0,-3.0,0,1
11604,False,0,24,21,9,-1.0,-2.0,0.0,-2.0,1,0
11605,True,1,29,39,9,1.0,2.0,1.0,1.0,0,1
11606,False,1,27,20,9,-6.0,-4.0,0.0,-1.0,1,0
11607,True,3,32,19,15,2.0,4.0,0.0,4.0,0,1
11608,True,3,32,46,8,2.0,1.0,0.0,0.0,1,0
11609,False,2,34,32,4,0.0,-1.0,-2.0,0.0,0,1
11610,False,1,22,25,4,-1.0,-6.0,-6.0,-2.0,1,0
11611,True,4,28,21,4,-1.0,6.0,6.0,4.0,0,1
11612,True,5,28,8,4,4.0,6.0,3.0,2.0,1,0
11613,False,1,38,17,6,-5.0,-6.0,-2.0,-2.0,0,1
11614,True,4,31,15,10,0.0,2.0,2.0,0.0,1,0
11615,False,1,31,13,6,-2.0,-2.0,-2.0,0.0,0,1
11616,False,2,24,13,8,-4.0,-6.0,-5.0,-1.0,1,0
11617,True,4,35,13,8,4.0,6.0,2.0,3.0,0,1
11618,False,3,48,5,8,-2.0,-3.0,-1.0,1.0,1,0
11619,True,5,22,12,14,1.0,2.0,1.0,1.0,0,1
11620,True,5,29,10,8,-2.0,0.0,0.0,1.0,1,0
11621,False,2,34,14,10,-1.0,2.0,-1.0,-1.0,0,1
11622,True,3,30,23,6,3.0,1.0,-1.0,0.0,1,0
11623,False,2,37,13,6,1.0,-1.0,-3.0,0.0,0,1
11624,True,1,33,23,6,1.0,2.0,1.0,1.0,1,0
11625,False,1,22,19,10,0.0,-2.0,-1.0,-2.0,0,1
11626,False,3,29,10,13,-1.0,-2.0,-3.0,1.0,1,0
11627,True,6,20,17,9,2.0,2.0,0.0,1.0,0,1
11628,False,2,36,17,10,-7.0,-8.0,-2.0,-3.0,1,0
11629,True,6,27,13,12,6.0,8.0,2.0,3.0,0,1
11630,True,3,29,29,6,-2.0,0.0,1.0,1.0,1,0
11631,False,2,43,21,2,0.0,0.0,0.0,0.0,0,1
11632,False,1,32,12,6,-1.0,-2.0,-1.0,-2.0,1,0
11633,True,4,29,14,2,2.0,2.0,1.0,0.0,0,1
11634,True,3,34,12,6,2.0,2.0,1.0,0.0,1,0
11635,False,1,23,34,12,-1.0,-2.0,-2.0,0.0,0,1
11636,False,3,43,15,17,1.0,4.0,3.0,2.0,1,0
11637,True,3,29,13,11,-4.0,-4.0,-1.0,-1.0,0,1
11638,False,1,26,30,4,-3.0,-3.0,-1.0,-4.0,1,0
11639,True,3,29,20,8,4.0,4.0,2.0,0.0,0,1
11640,False,1,16,18,11,-5.0,-4.0,1.0,-2.0,1,0
11641,True,3,38,21,7,4.0,4.0,0.0,2.0,0,1
11642,False,2,35,20,6,-1.0,-1.0,0.0,-1.0,1,0
11643,True,3,37,22,2,1.0,1.0,0.0,1.0,0,1
11644,True,4,30,6,4,2.0,6.0,4.0,3.0,1,0
11645,False,1,21,22,2,-6.0,-5.0,-2.0,-3.0,0,1
11646,False,1,32,19,4,0.0,-2.0,-1.0,-2.0,1,0
11647,True,2,22,28,6,1.0,2.0,1.0,1.0,0,1
11648,False,2,24,18,4,-2.0,-4.0,-1.0,-3.0,1,0
11649,True,5,26,15,4,5.0,4.0,2.0,-1.0,0,1
11650,False,1,32,30,4,-2.0,-4.0,-3.0,-1.0,1,0
11651,True,3,37,22,2,5.0,4.0,-1.0,2.0,0,1
11652,False,2,36,12,0,-4.0,-6.0,-4.0,-1.0,1,0
11653,True,5,34,25,4,3.0,6.0,3.0,3.0,0,1
11654,False,1,25,22,4,-5.0,-4.0,1.0,-2.0,1,0
11655,True,3,17,10,10,5.0,4.0,-2.0,3.0,0,1
11656,True,4,36,11,4,2.0,1.0,0.0,-1.0,1,0
11657,False,3,34,21,6,-2.0,-1.0,0.0,1.0,0,1
11658,False,2,32,13,8,-5.0,-9.0,-4.0,-2.0,1,0
11659,True,5,31,22,12,4.0,7.0,6.0,3.0,0,1
11660,False,1,27,35,8,-10.0,-10.0,0.0,-5.0,1,0
11661,True,6,30,19,8,8.0,11.0,2.0,4.0,0,1
11662,True,2,21,15,13,3.0,4.0,1.0,2.0,1,0
11663,False,0,24,9,13,-1.0,-4.0,-3.0,-2.0,0,1
11664,True,3,29,16,8,2.0,6.0,3.0,4.0,1,0
11665,False,1,34,13,4,-4.0,-6.0,-1.0,-5.0,0,1
11666,True,6,26,15,30,4.0,9.0,4.0,5.0,1,0
11667,False,2,23,25,20,-4.0,-8.0,-5.0,-5.0,0,1
11668,False,1,31,19,4,-4.0,-4.0,0.0,-2.0,1,0
11669,True,3,29,14,8,3.0,4.0,1.0,2.0,0,1
11670,False,1,48,23,8,-1.0,-2.0,-2.0,0.0,1,0
11671,True,1,29,15,4,3.0,2.0,0.0,0.0,0,1
11672,False,1,44,32,6,-5.0,-6.0,1.0,-5.0,1,0
11673,True,4,30,16,2,2.0,6.0,3.0,4.0,0,1
11674,True,2,26,12,6,2.0,2.0,0.0,1.0,1,0
11675,False,0,34,23,6,-2.0,-2.0,0.0,-1.0,0,1
11676,False,3,34,23,10,1.0,2.0,1.0,1.0,1,0
11677,True,3,41,26,8,-1.0,-2.0,-2.0,0.0,0,1
11678,False,2,31,19,4,-2.0,-2.0,1.0,-2.0,1,0
11679,True,2,27,21,8,1.0,2.0,2.0,1.0,0,1
11680,False,1,27,28,2,-2.0,-2.0,-2.0,1.0,1,0
11681,True,2,36,41,2,1.0,2.0,1.0,1.0,0,1
11682,False,0,22,16,19,-7.0,-6.0,-2.0,-1.0,1,0
11683,True,3,26,12,11,4.0,6.0,3.0,2.0,0,1
11684,True,2,32,15,11,2.0,3.0,2.0,1.0,1,0
11685,False,1,29,25,9,-2.0,-3.0,-2.0,-1.0,0,1
11686,True,4,33,21,10,-1.0,2.0,3.0,1.0,1,0
11687,False,3,36,14,10,-1.0,-2.0,1.0,-3.0,0,1
11688,False,1,27,16,2,-8.0,-8.0,-1.0,-3.0,1,0
11689,True,5,38,33,2,6.0,8.0,5.0,2.0,0,1
11690,True,4,30,20,7,7.0,6.0,0.0,2.0,1,0
11691,False,1,35,14,9,-6.0,-6.0,-2.0,-3.0,0,1
11692,False,1,33,20,8,-2.0,-6.0,-5.0,-2.0,1,0
11693,True,4,41,11,4,4.0,6.0,4.0,1.0,0,1
11694,False,6,43,16,4,-1.0,0.0,-1.0,2.0,1,0
11695,True,6,35,16,12,-1.0,-1.0,0.0,2.0,0,1
11696,True,4,26,24,4,1.0,2.0,1.0,1.0,1,0
11697,False,2,36,13,14,-4.0,-2.0,-1.0,1.0,0,1
11698,True,2,20,15,2,1.0,2.0,2.0,0.0,1,0
11699,False,1,33,16,2,-1.0,-3.0,0.0,0.0,0,1
11700,False,1,33,30,6,-4.0,-7.0,-3.0,-1.0,1,0
11701,True,4,29,18,2,3.0,6.0,5.0,1.0,0,1
11702,True,7,35,15,37,6.0,10.0,4.0,5.0,1,0
11703,False,4,34,16,31,-7.0,-10.0,-8.0,-1.0,0,1
11704,False,5,34,51,10,-7.0,-10.0,-7.0,-2.0,1,0
11705,True,8,46,34,10,2.0,10.0,5.0,8.0,0,1
11706,False,0,15,8,4,-8.0,-12.0,-5.0,-5.0,1,0
11707,True,6,36,14,4,11.0,12.0,2.0,5.0,0,1
11708,True,2,25,13,4,1.0,0.0,-3.0,1.0,1,0
11709,False,2,27,12,6,1.0,1.0,-1.0,-1.0,0,1
11710,False,2,42,36,8,-6.0,-6.0,-3.0,0.0,1,0
11711,True,4,28,19,14,3.0,6.0,3.0,3.0,0,1
11712,False,2,39,27,25,0.0,-4.0,-7.0,0.0,1,0
11713,True,5,33,13,21,2.0,4.0,1.0,3.0,0,1
11714,False,1,30,26,11,0.0,-1.0,-1.0,-1.0,1,0
11715,True,2,44,23,9,1.0,1.0,1.0,0.0,0,1
11716,False,2,33,14,10,-3.0,-4.0,-2.0,-1.0,1,0
11717,True,6,29,9,10,2.0,4.0,3.0,1.0,0,1
11718,True,2,29,19,8,1.0,1.0,0.0,1.0,1,0
11719,False,1,39,18,10,-1.0,-1.0,-1.0,0.0,0,1
11720,False,2,38,13,6,-4.0,-5.0,-2.0,-5.0,1,0
11721,True,5,25,27,8,4.0,6.0,2.0,3.0,0,1
11722,True,3,32,32,6,0.0,0.0,-1.0,1.0,1,0
11723,False,2,35,21,4,0.0,0.0,0.0,0.0,0,1
11724,True,6,24,14,6,2.0,4.0,0.0,4.0,1,0
11725,False,2,33,32,16,-4.0,-4.0,-1.0,-1.0,0,1
11726,False,0,30,8,2,-5.0,-6.0,-1.0,-5.0,1,0
11727,True,3,20,11,4,4.0,6.0,3.0,2.0,0,1
11728,False,3,29,28,17,-2.0,-2.0,0.0,0.0,1,0
11729,True,4,29,23,11,3.0,2.0,0.0,0.0,0,1
11730,False,2,39,17,8,-4.0,-6.0,-3.0,-4.0,1,0
11731,True,6,25,15,12,3.0,6.0,3.0,3.0,0,1
11732,False,4,28,27,27,0.0,2.0,-1.0,3.0,1,0
11733,True,6,27,22,8,-1.0,-2.0,-1.0,-1.0,0,1
11734,False,2,21,32,2,-2.0,-3.0,-1.0,-2.0,1,0
11735,True,3,30,33,2,2.0,3.0,2.0,1.0,0,1
11736,True,3,34,20,9,2.0,6.0,3.0,4.0,1,0
11737,False,0,31,18,7,-5.0,-6.0,-2.0,-3.0,0,1
11738,False,2,43,24,15,-3.0,-4.0,-4.0,0.0,1,0
11739,True,4,38,13,11,3.0,4.0,1.0,2.0,0,1
11740,False,1,34,10,4,-7.0,-9.0,-3.0,-6.0,1,0
11741,True,7,46,20,10,8.0,10.0,6.0,1.0,0,1
11742,True,6,30,16,4,4.0,8.0,5.0,3.0,1,0
11743,False,2,19,15,6,-5.0,-8.0,-3.0,-4.0,0,1
11744,True,3,29,27,19,0.0,0.0,1.0,0.0,1,0
11745,False,2,30,28,11,0.0,0.0,-1.0,0.0,0,1
11746,True,4,20,34,6,5.0,6.0,2.0,2.0,1,0
11747,False,1,25,14,0,-7.0,-6.0,-1.0,-2.0,0,1
11748,True,2,28,28,19,1.0,2.0,1.0,2.0,1,0
11749,False,2,28,32,29,1.0,-2.0,-2.0,-2.0,0,1
11750,True,1,21,16,8,1.0,2.0,1.0,1.0,1,0
11751,False,0,37,18,6,-2.0,-2.0,0.0,-1.0,0,1
11752,True,7,41,15,8,5.0,8.0,4.0,3.0,1,0
11753,False,2,23,28,14,-5.0,-8.0,-3.0,-4.0,0,1
11754,False,0,33,18,8,-7.0,-6.0,-1.0,-2.0,1,0
11755,True,4,33,17,10,3.0,6.0,5.0,1.0,0,1
11756,False,0,33,31,4,-5.0,-8.0,-6.0,-1.0,1,0
11757,True,4,37,22,0,4.0,8.0,4.0,4.0,0,1
11758,False,2,27,19,6,0.0,0.0,-1.0,0.0,1,0
11759,True,4,31,31,4,1.0,0.0,0.0,-1.0,0,1
11760,True,5,36,25,8,4.0,2.0,-1.0,1.0,1,0
11761,False,4,38,26,10,0.0,-4.0,0.0,-2.0,0,1
11762,True,2,34,22,4,1.0,0.0,0.0,0.0,1,0
11763,False,1,37,25,4,0.0,0.0,0.0,1.0,0,1
11764,False,1,36,30,13,-4.0,-5.0,-3.0,-4.0,1,0
11765,True,4,29,18,15,6.0,6.0,2.0,1.0,0,1
11766,True,7,40,25,0,-5.0,-2.0,2.0,1.0,1,0
11767,False,5,32,36,8,2.0,2.0,0.0,1.0,0,1
11768,True,3,25,18,10,1.0,2.0,1.0,1.0,1,0
11769,False,1,42,21,4,0.0,-2.0,-2.0,-1.0,0,1
11770,False,2,34,23,6,-5.0,-3.0,-2.0,-1.0,1,0
11771,True,4,30,16,2,3.0,4.0,-2.0,5.0,0,1
11772,True,2,36,17,19,3.0,3.0,3.0,1.0,1,0
11773,False,0,32,24,17,-2.0,-5.0,-4.0,0.0,0,1
11774,False,1,35,15,10,-2.0,-4.0,-4.0,0.0,1,0
11775,True,4,29,29,8,3.0,4.0,2.0,1.0,0,1
11776,False,2,25,27,6,-2.0,-1.0,-3.0,1.0,1,0
11777,True,3,26,36,6,0.0,3.0,2.0,0.0,0,1
11778,False,2,19,18,23,-3.0,-4.0,-1.0,-3.0,1,0
11779,True,5,36,22,9,7.0,4.0,-1.0,0.0,0,1
11780,True,3,45,9,2,6.0,6.0,3.0,0.0,1,0
11781,False,0,19,19,8,-4.0,-6.0,-4.0,-2.0,0,1
11782,True,4,24,21,10,5.0,4.0,0.0,1.0,1,0
11783,False,3,36,27,6,-2.0,-4.0,-2.0,-2.0,0,1
11784,True,4,29,23,9,4.0,4.0,2.0,0.0,1,0
11785,False,2,44,35,11,-2.0,-4.0,-2.0,-3.0,0,1
11786,False,2,24,15,8,1.0,2.0,2.0,0.0,1,0
11787,True,2,37,28,2,1.0,-2.0,-1.0,-3.0,0,1
11788,False,0,27,22,2,-2.0,-4.0,-2.0,-2.0,1,0
11789,True,2,44,31,2,5.0,4.0,0.0,1.0,0,1
11790,True,3,34,15,8,-1.0,0.0,2.0,-1.0,1,0
11791,False,2,26,27,6,0.0,0.0,0.0,0.0,0,1
11792,False,0,27,54,6,-2.0,-4.0,-4.0,0.0,1,0
11793,True,2,30,21,2,3.0,4.0,2.0,1.0,0,1
11794,True,2,28,15,4,-1.0,1.0,2.0,1.0,1,0
11795,False,1,25,9,4,-2.0,-2.0,0.0,1.0,0,1
11796,False,2,29,21,12,-4.0,-6.0,-2.0,-3.0,1,0
11797,True,3,23,28,14,5.0,6.0,0.0,3.0,0,1
11798,False,2,25,21,21,-4.0,-5.0,-3.0,-4.0,1,0
11799,True,5,28,17,15,5.0,6.0,3.0,1.0,0,1
11800,False,3,27,37,13,-4.0,-4.0,-1.0,-3.0,1,0
11801,True,5,34,24,7,3.0,5.0,0.0,2.0,0,1
11802,False,3,28,24,9,0.0,-2.0,-2.0,-1.0,1,0
11803,True,4,31,31,7,0.0,2.0,2.0,1.0,0,1
11804,False,3,36,19,16,-4.0,-6.0,-1.0,-4.0,1,0
11805,True,6,27,18,16,3.0,6.0,5.0,1.0,0,1
11806,False,2,32,29,37,1.0,2.0,1.0,1.0,1,0
11807,True,2,41,33,26,-1.0,-2.0,0.0,-2.0,0,1
11808,False,1,31,46,6,-2.0,-4.0,-2.0,-3.0,1,0
11809,True,3,32,36,4,1.0,4.0,2.0,3.0,0,1
11810,False,2,25,21,6,-2.0,-2.0,-1.0,-1.0,1,0
11811,True,5,29,24,4,4.0,2.0,1.0,-2.0,0,1
11812,True,7,32,14,15,10.0,12.0,6.0,2.0,1,0
11813,False,1,27,12,11,-11.0,-12.0,-4.0,-3.0,0,1
11814,False,3,35,37,8,-2.0,0.0,1.0,1.0,1,0
11815,True,3,36,34,4,1.0,0.0,0.0,-1.0,0,1
11816,True,6,31,11,24,9.0,8.0,2.0,1.0,1,0
11817,False,0,38,29,22,-6.0,-8.0,-2.0,-4.0,0,1
11818,False,3,31,13,4,-6.0,-6.0,-1.0,-2.0,1,0
11819,True,5,23,15,8,2.0,6.0,3.0,4.0,0,1
11820,False,2,33,20,10,-1.0,0.0,3.0,-2.0,1,0
11821,True,2,34,14,8,1.0,0.0,0.0,-1.0,0,1
11822,False,2,28,21,17,-3.0,-6.0,-3.0,-3.0,1,0
11823,True,5,38,16,11,6.0,6.0,0.0,3.0,0,1
11824,False,3,31,25,4,-3.0,-1.0,1.0,0.0,1,0
11825,True,4,31,18,4,3.0,1.0,-1.0,0.0,0,1
11826,False,1,36,7,6,-1.0,-3.0,1.0,-1.0,1,0
11827,True,2,25,22,8,1.0,2.0,-1.0,3.0,0,1
11828,False,1,18,8,8,0.0,0.0,1.0,-1.0,1,0
